user_id,article_1,article_2,article_3,article_4,article_5
210871,272143,235154,234359,64329,285343
210872,39894,352979,30389,283009,336254
210873,168623,160131,286321,257291,159762
210874,145096,331780,145209,145693,160748
210875,272143,160974,160417,158536,156447
210876,272143,199198,175040,285343,162655
210877,277492,119534,336220,354086,215674
210878,293513,270607,245161,162107,50504
210879,313920,283764,96210,225010,236566
210880,64329,198659,156560,199198,162655
210881,123960,336220,336221,140524,32292
210882,218028,214753,215613,158541,162378
210883,272143,162655,198659,64329,156560
210884,293513,31679,31278,29812,30336
210885,343256,168564,277491,293513,97616
210886,273461,336254,271859,270324,271618
210887,271262,236566,313920,96210,283764
210888,336380,31520,354824,87224,129434
210889,87111,87207,2197,87096,2303
210890,272143,175040,199198,166581,218337
210891,336245,233688,111043,181585,119534
210892,181585,111043,119534,128260,159938
210893,272143,285343,156560,64329,162655
210894,272143,199198,64329,175040,162655
210895,272143,175040,199198,166581,218337
210896,234698,315105,352983,235870,218330
210897,272143,175040,199198,166581,218337
210898,272143,175040,64329,324823,199198
210899,336245,183176,159529,9308,96210
210900,272143,175040,64329,324823,199198
210901,272143,199198,64329,175040,235715
210902,233658,336380,87224,159177,162718
210903,272143,175040,199198,218337,166581
210904,211415,211722,336245,214658,96210
210905,336380,31520,129434,133160,83534
210906,283009,277107,75783,76538,76227
210907,50644,36162,205824,205958,30760
210908,119193,159190,270229,31836,271261
210909,293513,50504,270607,245161,158882
210910,96210,336245,96103,337441,32088
210911,208582,199474,208981,209348,70217
210912,149695,159943,157989,65991,225010
210913,160417,156560,162655,272143,156447
210914,233688,215993,9308,160096,111043
210915,96210,293513,236610,336245,194289
210916,36162,211442,234481,50644,289197
210917,160748,254265,337630,199474,237822
210918,218330,95716,315105,352983,271261
210919,336220,235616,234267,277491,289186
210920,284985,160940,337735,235689,96755
210921,199474,331116,161988,289196,199372
210922,272143,64329,199198,324823,166581
210923,124748,124228,123909,271677,123818
210924,331780,160748,199474,206763,70217
210925,96210,277067,283764,336245,58580
210926,272143,199198,175040,166581,218337
210927,289090,277491,160142,235616,336221
210928,235616,203199,234698,336221,300082
210929,156447,272143,160417,162655,285343
210930,284452,233717,276946,257291,159762
210931,64329,160417,272143,162655,156560
210932,158772,206415,157478,235105,283009
210933,272143,199198,64329,175040,235715
210934,277107,331116,39894,352979,283009
210935,156025,157077,161179,161585,158535
210936,199198,64329,198659,166581,324823
210937,336254,331116,57966,289003,218028
210938,31520,133160,129434,124732,214474
210939,272143,199198,175040,64329,324823
210940,160417,158536,272143,156560,64329
210941,159275,337143,199474,293513,70215
210942,272143,64329,162655,324823,156560
210943,289090,336220,235616,277491,234269
210944,336223,119193,218330,59057,352983
210945,284583,236610,271262,313920,58580
210946,183176,284339,181585,129799,159938
210947,199474,107031,107009,288528,107172
210948,348112,336245,183176,285533,233688
210949,235616,235870,29953,32082,352983
210950,336220,289090,277491,235616,234269
210951,239781,272143,64329,255449,83573
210952,284985,337735,160938,158906,124749
210953,272143,64329,199198,324823,166581
210954,289090,336220,237618,235616,234267
210955,336380,129434,31520,303331,233658
210956,183176,208150,348112,285533,336245
210957,208582,199474,159275,208981,293513
210958,224763,338340,182256,208473,100929
210959,293301,257291,285524,159762,233717
210960,272143,285343,28571,29840,28557
210961,272143,156560,160417,160974,64329
210962,336245,20691,288440,32088,183176
210963,206785,331116,336254,202355,157478
210964,158772,352979,235105,336254,39894
210965,183176,159938,284339,208360,224354
210966,272143,175040,199198,218337,166581
210967,76272,75783,272143,70737,160974
210968,272143,64329,199198,175040,198659
210969,272143,160417,64329,162655,156560
210970,336223,271261,315105,218330,119193
210971,293114,124749,313996,293050,70999
210972,64329,272143,158536,162655,160417
210973,272143,199198,64329,175040,235715
210974,47846,48401,48126,48074,9827
210975,272143,64329,162655,198659,182394
210976,160748,337630,254265,199474,237822
210977,96210,336245,289080,284793,96127
210978,64329,199198,198659,166581,324823
210979,199474,215613,315146,96141,61594
210980,272143,162655,158536,156560,199198
210981,156560,198659,199198,64329,199197
210982,58565,234698,64409,336221,235870
210983,331116,218028,202559,214753,162378
210984,272143,199198,324823,166581,285343
210985,183176,337192,233688,277492,235854
210986,233997,293114,203890,124749,70999
210987,331116,304640,303810,304932,304391
210988,272143,199198,64329,175040,235715
210989,331116,59156,202355,58793,237822
210990,272143,198659,162655,64329,156560
210991,272143,95164,64329,156560,199198
210992,272143,199198,64329,162655,235715
210993,198659,64329,199198,156560,162655
210994,183176,47854,119488,233688,128260
210995,123757,124748,123290,124228,276970
210996,268507,272143,28408,285343,175040
210997,236690,271262,96210,235468,236428
210998,272143,160417,158536,156560,199198
210999,184133,360547,353415,342096,32196
211000,234698,235870,95716,315105,271261
211001,255958,255947,255330,255397,254740
211002,64329,160417,162655,272143,156560
211003,336223,271261,315105,119193,218330
211004,233688,183176,277492,156843,354086
211005,331116,218028,162378,209236,158541
211006,156560,199197,158536,285342,284547
211007,156355,129434,199766,198225,108856
211008,331116,202355,215613,214753,315146
211009,162655,272143,156560,158536,156447
211010,272143,145132,145397,145012,145622
211011,272143,199198,64329,162655,235715
211012,277107,352979,283009,289003,235105
211013,129434,158047,198199,348113,68924
211014,272143,100962,160974,100948,64329
211015,235105,277107,206415,158772,202320
211016,156279,50644,30760,224730,234481
211017,293114,123826,293050,124748,123909
211018,71601,336245,96210,205873,61395
211019,272143,285343,64329,107151,156560
211020,237822,199474,70217,199372,284154
211021,156560,162655,272143,160417,338015
211022,64329,272143,162655,158536,156560
211023,293050,124749,293114,338340,216380
211024,198659,199198,156560,162655,324823
211025,160974,272143,160417,158536,156447
211026,64329,199198,198659,156560,166581
211027,159943,168743,65991,225010,336245
211028,160974,272143,160417,158536,156447
211029,336380,31520,156355,108856,214474
211030,272143,199198,64329,175040,235715
211031,272143,175040,64329,324823,162655
211032,162655,64329,272143,156560,158536
211033,331116,202355,206785,199372,215613
211034,31836,133160,288320,214206,141004
211035,218028,336254,202355,61594,289003
211036,95716,315105,234698,352983,336223
211037,234269,289090,234267,336220,59681
211038,157478,289003,57966,277107,97530
211039,199474,208582,361355,360982,208981
211040,162248,159619,331116,202355,159645
211041,70591,336220,206735,208360,235854
211042,331738,198144,172576,157844,123757
211043,96210,336245,183176,71601,20691
211044,123909,124748,119197,124228,276970
211045,183176,336245,58079,96210,57698
211046,293114,123826,124748,293050,123909
211047,235616,32082,234698,336221,242596
211048,257291,286321,156723,235244,323550
211049,277382,277107,277004,331116,283009
211050,331116,199372,218028,214753,96141
211051,199198,324823,156560,198659,299697
211052,162655,160974,156447,160417,156560
211053,272143,199198,175040,324823,64329
211054,272143,199198,175040,218337,166581
211055,183176,284090,128260,47854,277492
211056,272143,199198,175040,166581,218337
211057,140659,59057,336223,288320,63307
211058,272143,13634,17285,64329,12836
211059,64329,198659,199198,324823,166581
211060,96210,236610,336245,194289,313920
211061,293513,156296,245161,161580,159275
211062,156355,129434,97082,199766,108856
211063,272143,285343,286086,285106,156560
211064,36162,70986,211442,156279,205958
211065,331116,218028,209236,214753,202559
211066,272143,162655,64329,158536,156560
211067,64329,272143,199198,324823,166581
211068,209236,331116,202355,215613,315146
211069,50644,156279,277107,158772,331116
211070,124748,123290,124228,123909,124352
211071,96210,20691,271262,183176,58580
211072,331116,237452,236648,234744,243234
211073,272143,160417,162655,160974,156560
211074,272143,64329,198659,162655,166581
211075,336220,183176,277492,234267,289186
211076,122125,161872,121429,95802,5259
211077,211442,50644,30760,277107,156279
211078,199198,156560,198659,175040,324823
211079,272143,156560,156447,207540,285343
211080,272143,199198,175040,218337,166581
211081,50644,70986,36162,205824,211442
211082,95716,315105,271261,336223,352983
211083,156279,50644,36162,30760,224730
211084,218028,162378,209236,87215,202559
211085,123757,123290,156625,123818,283392
211086,156560,162655,272143,160417,158536
211087,272143,160974,160417,158536,156447
211088,202458,336223,225019,285663,119193
211089,58580,313920,336245,277067,284583
211090,331116,194944,194686,185723,199372
211091,331116,218028,87213,202355,214753
211092,233688,111043,181585,159938,119534
211093,336223,119193,271261,59057,31836
211094,272143,175040,199198,166581,218337
211095,206763,209013,205869,208582,208970
211096,336245,283437,96210,32088,283192
211097,336254,157478,206785,207603,285849
211098,206763,97616,96241,199474,202652
211099,293513,245161,270607,50504,162107
211100,255354,237822,199474,70217,206763
211101,272143,199198,64329,175040,235715
211102,234698,336221,156964,236338,235870
211103,336245,183176,9308,159529,233688
211104,272143,160417,64329,162655,156560
211105,286161,199197,313431,272143,235230
211106,272143,64329,199198,324823,166581
211107,218028,158179,162378,209236,87215
211108,272143,64329,160417,162655,156560
211109,337143,159275,288500,70215,293513
211110,64329,199198,198659,324823,156560
211111,168623,293301,233717,159762,208145
211112,87207,87126,87234,85318,272143
211113,159275,288528,337143,57748,158882
211114,218028,202355,87215,214753,315146
211115,96210,285377,270607,293513,336245
211116,20691,336245,140451,96127,141130
211117,218028,215613,214753,202355,315146
211118,336221,119193,234698,48403,95716
211119,272143,175040,199198,166581,218337
211120,331116,202355,87213,218028,209236
211121,218028,202355,214753,215613,199474
211122,272143,64329,160417,162655,156560
211123,336245,96210,160096,233688,9308
211124,288440,336245,96210,183176,233742
211125,331116,157478,289003,57966,97530
211126,288440,336245,96210,183176,159529
211127,64329,199198,198659,156560,324823
211128,123289,124177,124350,123290,124194
211129,270229,133160,288320,299871,303180
211130,205824,50644,70986,36162,234308
211131,111043,183176,283505,215993,236517
211132,272143,175040,199198,218337,166581
211133,343256,199474,293513,288528,168401
211134,272143,162655,64329,158536,156560
211135,272143,64329,324823,199198,285808
211136,64329,199198,156560,198659,162655
211137,62500,183176,84344,84763,84914
211138,272143,64329,160417,199198,162655
211139,272143,64329,199198,324823,285343
211140,337143,293513,159275,245161,166129
211141,289090,277491,234267,235616,336221
211142,211732,183176,336245,84914,84942
211143,36162,50644,283009,352979,39894
211144,277107,39894,289003,352979,331116
211145,199474,337143,293513,343256,288500
211146,272143,175040,199198,218337,166581
211147,97538,257599,96940,119600,96126
211148,64329,199198,156560,162655,158536
211149,104237,272143,285343,64329,166581
211150,293301,257291,233717,285719,156654
211151,336245,337143,156296,284066,161580
211152,337143,288500,293513,343256,300712
211153,15653,96210,336245,194920,96103
211154,233688,336245,285533,348109,111043
211155,272143,199198,64329,175040,162655
211156,272143,175040,64329,324823,199198
211157,272143,64329,160417,162655,156560
211158,272143,175040,199198,218337,166581
211159,272143,160417,162655,156560,218337
211160,336220,289090,277491,234267,337192
211161,209529,209498,209545,78345,87207
211162,73271,73287,272143,71596,73501
211163,272143,199198,64329,175040,235715
211164,107031,331116,218028,202355,289196
211165,87224,87228,87211,87192,157825
211166,331116,223947,283009,277107,289003
211167,272143,175040,199198,166581,218337
211168,352979,39894,331116,283009,30389
211169,272143,199198,324823,285343,166581
211170,96210,20691,336245,96103,57616
211171,96210,20691,288440,183176,337441
211172,272143,199198,160974,160417,166581
211173,326907,202370,277107,327215,327801
211174,272143,160417,199198,64329,156560
211175,96210,66672,96127,20691,336245
211176,183176,215993,111043,283505,128260
211177,234698,64409,336221,235616,236338
211178,331116,218028,209236,162378,202559
211179,58580,236566,96210,283764,313920
211180,272143,64329,160417,218337,158536
211181,336254,331116,157478,285849,218028
211182,255354,237822,206763,70217,199474
211183,124749,156355,96755,284985,272218
211184,331116,157478,289003,57966,97530
211185,272143,199198,64329,175040,162655
211186,270607,245161,158882,50504,96210
211187,50644,30760,156279,277107,234481
211188,214616,209814,336245,75962,96210
211189,336220,336221,234269,234267,32082
211190,202652,209013,159275,205869,57748
211191,272143,64329,199198,324823,285343
211192,270607,245161,50504,96210,96986
211193,111043,283505,183176,215993,160096
211194,183176,283505,160096,9308,234006
211195,272143,156447,162655,160417,156560
211196,270799,235652,235525,141004,161506
211197,289090,336220,277491,235616,234269
211198,208531,206861,203199,235616,208233
211199,9135,10034,10409,7694,10207
211200,198659,156560,162655,64329,324823
211201,331116,202355,202559,199372,199474
211202,129434,336380,156355,69553,68924
211203,289090,336220,234267,277491,277492
211204,183176,233688,119488,47854,128260
211205,272143,64329,160417,162655,156560
211206,156560,272143,162655,175040,285343
211207,331116,218028,209236,162378,214753
211208,20691,288440,337441,32088,233742
211209,272143,64329,198659,162655,166581
211210,272143,199198,175040,166581,218337
211211,336254,289003,157478,331116,97530
211212,20691,336245,57616,140451,133159
211213,338015,272143,337540,337266,337082
211214,159275,57748,70215,58619,14598
211215,168623,206027,208048,257291,225041
211216,272143,175040,199198,218337,166581
211217,293513,236610,285675,194923,284773
211218,272143,156560,284629,284622,107042
211219,270607,245161,285377,158882,336934
211220,58580,277067,96210,236566,283764
211221,336220,277491,235616,289186,337192
211222,289090,336220,336221,235616,234698
211223,225010,202416,206768,202652,57748
211224,277107,39894,289003,352979,336254
211225,214753,209236,202559,162378,215613
211226,160940,338339,272218,124749,293114
211227,237524,168623,123909,156625,233420
211228,331116,218028,209236,202559,162378
211229,36162,16346,158331,50644,234978
211230,218028,336254,202355,61594,199372
211231,42362,42364,42519,42551,277107
211232,272143,199198,64329,175040,162655
211233,107151,107182,272143,107039,64329
211234,272143,199198,160417,162655,156560
211235,285908,235105,207975,206415,70429
211236,272143,199198,64329,175040,235715
211237,124748,123757,123290,172576,215861
211238,331116,157478,57966,199372,168838
211239,272143,175040,199198,218337,166581
211240,64329,158536,272143,162655,160417
211241,272143,156447,156560,160417,285343
211242,272143,64329,199198,324823,166581
211243,233688,111043,336245,181585,119534
211244,96210,66672,300234,233842,202476
211245,271261,336223,95716,315105,119193
211246,293513,270607,158882,20691,50504
211247,16563,16765,15863,16033,14342
211248,336220,289090,234267,277491,235616
211249,64329,158536,272143,162655,160417
211250,235616,234269,336221,234698,208237
211251,128957,331737,293050,118391,338340
211252,156279,30760,70986,209122,277107
211253,272143,199198,175040,218337,166581
211254,48972,49012,272143,47999,162655
211255,331116,218028,202559,209236,162378
211256,48403,119193,270229,59057,31836
211257,257291,293301,156654,166377,214800
211258,236983,65991,236610,285377,236596
211259,272143,16132,14868,166583,199198
211260,272143,199198,64329,175040,235715
211261,272143,199198,64329,235715,175040
211262,70676,70677,69461,69901,69342
211263,208981,234868,202652,209348,209245
211264,64329,199198,198659,156560,166581
211265,160417,272143,162655,64329,156560
211266,336223,95716,271261,87174,243328
211267,336380,31520,129434,133160,303565
211268,293513,245161,270607,162107,50504
211269,233658,286128,299841,159177,336380
211270,50494,277107,70429,74665,73413
211271,272143,160974,160417,284847,156447
211272,57605,59382,59002,57688,58619
211273,183176,288435,277492,233688,9308
211274,277492,336220,235854,119534,288435
211275,234698,64409,300082,235870,336221
211276,95716,352983,315105,271261,336223
211277,162817,331741,50504,158882,70215
211278,272143,156560,156447,160974,199198
211279,289197,48401,29872,277107,32705
211280,272143,199198,160974,160417,166581
211281,198659,64329,156560,162655,324823
211282,162655,272143,64329,158536,156560
211283,96877,96368,97009,96558,95843
211284,48403,119193,59057,159190,270229
211285,199198,64329,198659,166581,156560
211286,178093,177270,177183,176583,177884
211287,293114,123826,293050,96755,284985
211288,272143,160974,160417,158536,156447
211289,272143,160417,64329,162655,156560
211290,57748,337143,245161,159266,58619
211291,202355,331116,218028,158541,157815
211292,272143,199198,156560,160417,160974
211293,123757,124350,124177,124194,124748
211294,336245,20691,288440,237580,337441
211295,96241,95721,96940,199474,96505
211296,158536,160974,156447,162655,156560
211297,272143,64329,199198,324823,166581
211298,272143,175040,199198,166581,218337
211299,272143,175040,160417,158536,199198
211300,288500,337143,261714,159275,199474
211301,202355,218028,202559,214753,315146
211302,336801,313431,285342,156560,157078
211303,237618,336220,289090,284096,156843
211304,272143,175040,199198,166581,218337
211305,162655,272143,156560,156447,64329
211306,293513,158882,50504,285377,96986
211307,73271,73500,124350,123909,124748
211308,277107,184133,336254,289003,331116
211309,271261,119193,48403,270229,159190
211310,36162,205824,209122,70986,30760
211311,36162,209122,70986,211442,156279
211312,156279,50644,277107,158772,79851
211313,293114,123909,284985,124748,96755
211314,331116,20200,202355,19255,218028
211315,156560,162655,160417,64329,160974
211316,271262,283764,236566,225010,313920
211317,209122,70986,50644,36162,211442
211318,96210,336245,271262,20691,284583
211319,215613,315146,199474,96141,61594
211320,211442,50644,156279,30760,277107
211321,64329,272143,162655,158536,156560
211322,272143,160974,160417,156447,199198
211323,233717,160132,58606,156560,276946
211324,107151,272143,107182,156447,107039
211325,87215,87213,331116,298599,351364
211326,183176,111043,283505,215993,336245
211327,285908,283009,202320,277107,39894
211328,272143,64329,160417,218337,162655
211329,272143,64329,199198,324823,285343
211330,336245,20691,96210,32088,96103
211331,202320,277107,206785,336254,289003
211332,279061,272143,64329,166581,156560
211333,218028,61594,202355,199372,315146
211334,64409,234698,336221,123960,207630
211335,218028,336254,202355,61594,214753
211336,284985,160158,160940,124749,96755
211337,272143,175040,199198,166581,218337
211338,198659,162655,175040,156560,166581
211339,198659,324823,64329,199198,156560
211340,336220,183176,70591,159938,235854
211341,257291,286321,156723,32750,284410
211342,272143,199198,175040,166581,218337
211343,336245,20691,284583,288440,237580
211344,199474,168838,199372,315146,215613
211345,336220,289090,336221,234267,235616
211346,36162,205824,50644,70986,156279
211347,183176,277492,235854,128260,288435
211348,96210,277067,313920,58580,271262
211349,293050,96755,313996,338340,70999
211350,96210,288440,336245,32088,183176
211351,157815,199474,161872,237822,161988
211352,272143,175040,199198,166581,218337
211353,293050,293114,123826,313996,293062
211354,272143,175040,199198,166581,218337
211355,235616,289090,336220,234698,352902
211356,336223,119193,264771,95716,59057
211357,96210,20691,288440,289080,233742
211358,50644,205824,209122,36162,30760
211359,64329,199198,156560,198659,162655
211360,64329,199197,198659,156560,271551
211361,336221,64409,300082,235616,156964
211362,293301,257291,168623,156654,233717
211363,161801,270799,235652,63307,59057
211364,87231,87236,87232,87228,87174
211365,209013,209348,58619,205869,337143
211366,69814,336245,96210,69352,70649
211367,158536,64329,272143,156560,162655
211368,32082,29953,234698,277491,95716
211369,119193,48403,59057,271261,289186
211370,272143,160974,160417,158536,156447
211371,156560,199198,324823,175040,198659
211372,255354,237822,199474,70217,168838
211373,255354,237822,161872,199474,70217
211374,270607,245161,50504,293434,336245
211375,183176,111043,215993,283505,348112
211376,124749,293114,293050,313996,124350
211377,272143,156560,162655,160417,175040
211378,233688,111043,336245,181585,119534
211379,331116,218028,209236,336254,206785
211380,183176,215993,283505,234006,108857
211381,336245,20691,107245,100917,107214
211382,58619,205869,208970,202652,209348
211383,336245,96210,96103,159529,233742
211384,198659,64329,199198,156560,162655
211385,183176,111043,283505,336245,215993
211386,225019,336223,119193,271261,270229
211387,183176,202388,70591,354086,128260
211388,225010,58580,271262,96210,284773
211389,343256,199474,159275,206763,293513
211390,215693,31053,59681,96560,336220
211391,199372,215613,343256,237822,214753
211392,181423,183529,184184,183863,288761
211393,257291,313602,285719,159762,289126
211394,288320,59057,336223,133160,233595
211395,119193,48403,95716,271261,31836
211396,156355,284985,160940,140528,338339
211397,64329,199198,198659,156560,166581
211398,124350,124748,123909,123290,124194
211399,158906,284985,313996,160940,337735
211400,234698,95716,64409,235870,315105
211401,218028,214753,202355,158541,87213
211402,272143,199198,64329,175040,198659
211403,123290,123818,168623,276970,36394
211404,233997,203890,124749,208380,70999
211405,202320,277107,331116,206785,289003
211406,168623,208145,208048,257291,108855
211407,272143,199198,64329,175040,162655
211408,215861,198144,235028,123757,137265
211409,202675,272143,207731,207469,202586
211410,313920,283764,96210,225010,236610
211411,331116,160748,202355,331780,199474
211412,331116,218028,209236,162378,202559
211413,272143,199198,64329,175040,235715
211414,313761,236610,284773,284583,271262
211415,160417,64329,272143,162655,156560
211416,245161,293513,96210,158882,50504
211417,331116,336254,157478,206785,207603
211418,211442,36162,50644,30760,224730
211419,284985,160158,124749,160940,272218
211420,272143,64329,162655,160417,218337
211421,289090,336220,234267,234698,235616
211422,156279,234481,277107,30760,79851
211423,331116,336254,157478,199372,315104
211424,272143,175040,199198,166581,218337
211425,336245,20691,288440,32088,337441
211426,162655,64329,198659,199198,156560
211427,202493,202741,207311,236220,257291
211428,162655,160417,158536,300470,272143
211429,277107,158772,202320,284470,36162
211430,331116,202355,218028,158541,87213
211431,50644,30760,277107,156279,211442
211432,183176,111043,215993,283505,234006
211433,64329,199198,198659,324823,156560
211434,111043,336245,215993,283505,9308
211435,293514,10614,337143,199474,245161
211436,331116,202355,215613,199372,214753
211437,331116,160748,337630,215613,254265
211438,215613,199474,315146,96141,61594
211439,96210,236610,194289,336245,285675
211440,271261,119193,48403,270229,159190
211441,218028,214753,215613,199474,202355
211442,64329,199198,198659,156560,324823
211443,293301,108855,286321,156723,233717
211444,272143,175040,64329,199198,324823
211445,272143,198659,285343,284312,324823
211446,336254,331116,157478,97530,285849
211447,200841,200839,200784,200485,200339
211448,235616,234698,336221,29953,234269
211449,272143,64329,199198,324823,285343
211450,199197,235230,206168,156560,70594
211451,272143,199198,64329,175040,235715
211452,161872,199474,237822,271061,215613
211453,160748,337630,254265,199474,237822
211454,159275,293513,337143,70215,166129
211455,160974,284312,156560,199198,160417
211456,156355,214474,284985,83534,338339
211457,58580,313920,96210,283764,277067
211458,161506,87236,87174,87231,87228
211459,348112,183176,336245,233688,111043
211460,168623,156625,276970,124228,95972
211461,293513,158882,270607,96210,50504
211462,20691,336245,271262,236610,313920
211463,336801,285342,313431,48520,47999
211464,234698,352983,271261,218330,277491
211465,272143,64329,156560,285343,199198
211466,272143,160417,160974,156560,199198
211467,272143,175040,199198,166581,218337
211468,183176,111043,128260,215993,47854
211469,206415,277107,158772,206571,284470
211470,277107,206415,158772,283009,352979
211471,272143,199198,64329,175040,162655
211472,124620,124129,123683,124065,96210
211473,336380,31496,158047,30133,300483
211474,293513,288528,293514,156713,57748
211475,64329,199198,198659,156560,162655
211476,64329,272143,162655,158536,156560
211477,161506,270799,63307,191895,235652
211478,58580,277067,283764,96210,75962
211479,272143,175040,64329,199198,166581
211480,168623,123909,236207,276970,233420
211481,272143,64329,175040,166581,199198
211482,336221,234698,336223,271261,235870
211483,292717,292673,292507,225124,293116
211484,199198,64329,198659,166581,156560
211485,218028,202355,214753,215613,199474
211486,270607,245161,96210,50504,158882
211487,161506,191895,160324,336223,162444
211488,136438,272143,285343,137148,132527
211489,95716,315105,271261,352983,336223
211490,96210,58580,283764,277067,159196
211491,289090,234269,336220,32082,29953
211492,331116,202355,158541,215613,214753
211493,272143,175040,199198,166581,218337
211494,348112,336245,327984,183176,159529
211495,199198,64329,198659,156560,324823
211496,235804,124194,123289,236444,233420
211497,272143,199198,324823,285343,198659
211498,181585,119534,336245,111043,233688
211499,272143,162655,64329,158536,156560
211500,336221,235870,235616,156964,300082
211501,277107,39894,352979,336254,331116
211502,272143,199198,64329,235715,162655
211503,245161,293514,199474,337143,270607
211504,183176,277491,289090,354086,336220
211505,300263,299945,214800,42883,233478
211506,195084,190202,194645,195009,194966
211507,271236,270685,270661,271705,270339
211508,293301,257291,159762,233717,285524
211509,272143,160974,162655,298310,225463
211510,64329,272143,158536,162655,160417
211511,272143,199198,175040,166581,218337
211512,87231,87236,87174,87228,87192
211513,272143,160417,160974,158536,156560
211514,336223,59057,271261,270229,48403
211515,161506,63307,141004,336223,59057
211516,168623,257291,160131,286321,156723
211517,218028,202355,214753,87215,61594
211518,362914,277107,361585,36162,184133
211519,107151,107182,101980,272143,107039
211520,336220,277491,234267,234269,32082
211521,233658,159177,158047,303565,159963
211522,336245,158094,50569,96210,214084
211523,235616,336220,289090,336221,352902
211524,95716,271261,48403,119193,59057
211525,162655,272143,160417,156560,158536
211526,206763,209245,209348,199474,208981
211527,160417,272143,64329,162655,156560
211528,272143,198659,64329,175040,162655
211529,331116,162378,209236,206785,199372
211530,183176,111043,283505,215993,234006
211531,107299,50644,50494,205824,73506
211532,211722,211415,336221,214296,336220
211533,156355,129434,108856,198225,301030
211534,183176,199822,198777,200040,354086
211535,272143,160974,162655,202557,64329
211536,272143,175040,64329,324823,199198
211537,271261,336223,315105,129591,218330
211538,272143,160417,162655,156560,199198
211539,336254,289003,331116,157478,97530
211540,336254,202355,218028,157478,168838
211541,331116,202355,199372,215613,214753
211542,194902,272143,156560,64329,194809
211543,199197,156624,64329,156619,199198
211544,195908,187422,293514,194336,185723
211545,86937,87692,336223,87696,87656
211546,336220,288482,277491,235616,234267
211547,119534,277492,159938,215674,354086
211548,336220,289090,234269,277491,32082
211549,272143,160974,199198,160417,158536
211550,236370,234189,272143,237464,235669
211551,331116,336254,218028,168838,157478
211552,156624,199197,156619,158536,271551
211553,42158,42960,42430,331116,157478
211554,272143,64329,175040,162655,199198
211555,68822,336221,336220,234698,207848
211556,272143,64329,198659,182394,162655
211557,36162,277107,50644,234308,158772
211558,218028,202355,215613,214753,199474
211559,272143,64329,198659,182394,175040
211560,286161,271551,199197,272143,313431
211561,156355,129434,272218,338339,108856
211562,336245,96210,119522,348093,159529
211563,235616,289090,234267,336220,336221
211564,272143,175040,64329,324823,166581
211565,272143,175040,199198,166581,218337
211566,36162,30760,50644,224730,234481
211567,83304,96210,270607,190274,271262
211568,272143,160417,162655,156560,175040
211569,50644,36162,70986,277107,205824
211570,272143,175040,199198,218337,166581
211571,331116,162378,202559,214753,215613
211572,168623,208145,160131,286321,208048
211573,272143,166583,64329,199198,162655
211574,336245,136173,96210,135941,136036
211575,31520,129434,128551,129370,133160
211576,272143,199198,175040,166581,218337
211577,272143,162655,64329,156560,324823
211578,283009,336254,277107,331116,157478
211579,277107,331116,283009,158331,336254
211580,95716,271261,48403,119193,59057
211581,336380,158047,348113,156355,158642
211582,277107,39894,336254,352979,289003
211583,129434,336380,198159,198199,301030
211584,202652,159275,57748,293513,70215
211585,64329,199198,198659,156560,162655
211586,272143,160974,160417,64329,158536
211587,160974,160417,272143,158536,156447
211588,270607,245161,96210,50504,96986
211589,237524,123909,276970,168623,156625
211590,272143,160417,199198,158536,64329
211591,272143,175040,64329,324823,162655
211592,162655,64329,272143,158536,156560
211593,336380,68924,156355,158642,284998
211594,215613,315146,214753,199474,157815
211595,202534,202388,70591,208360,235854
211596,202355,331116,202559,218028,214753
211597,272143,175040,199198,218337,166581
211598,16087,174300,16762,271262,293513
211599,16346,205824,70986,277107,233988
211600,156381,336245,271262,96210,157375
211601,168623,156625,276970,95972,36394
211602,336254,289003,277107,218028,202355
211603,336245,183176,183328,50611,182875
211604,96210,336245,96103,32088,233742
211605,36162,70986,30760,205824,156279
211606,271261,336223,218330,315105,129591
211607,124228,123290,123909,123818,168623
211608,272143,64329,199198,324823,285343
211609,336223,285012,285663,350995,133859
211610,96210,20691,233742,96103,57616
211611,235105,277107,202320,206571,158772
211612,272143,64329,160417,158536,199198
211613,331116,202559,202355,214753,199372
211614,336220,235616,234267,277491,336221
211615,236951,157844,124194,283392,158915
211616,331116,218028,162378,214753,209236
211617,272312,272143,285343,273397,136075
211618,336254,157478,97530,331116,57966
211619,21335,19788,20433,20292,19709
211620,331116,199474,215613,209236,315146
211621,58580,313920,96210,277067,236566
211622,235105,284470,277107,36162,202320
211623,272143,199198,175040,218337,166581
211624,183176,119488,233688,128260,159938
211625,293513,158882,96210,270607,50504
211626,257291,156723,168623,159762,293301
211627,233688,336245,111043,96210,9308
211628,338340,123289,128957,123826,124194
211629,272143,162655,64329,158536,156560
211630,331780,160748,199474,208582,70217
211631,277107,39894,283009,30389,184133
211632,87224,303565,234987,159177,129434
211633,160974,272143,160417,158536,156447
211634,272143,64329,160417,162655,156560
211635,70646,206934,235230,284547,199197
211636,331116,218028,87213,87215,158541
211637,336380,129434,286128,31520,156355
211638,293513,270607,50504,245161,96210
211639,156355,129434,108856,198225,83534
211640,293513,96210,245161,158882,50504
211641,271262,159197,96210,157375,284583
211642,96210,337143,57748,293513,285377
211643,303565,234987,31520,286350,133160
211644,336221,64409,235870,158292,156052
211645,289090,336220,234269,32082,234267
211646,156355,272218,338339,214474,160940
